article_id,outlet,sentence,verb_lemma,voice,agent_text,agent_category,patient_text,patient_category,hedged
nyt_floyd_03_floyd-investigation,nyt,"On May 25, Minneapolis police officers arrested George Floyd, a 46-year-old black man, after a convenience store employee called 911 and told the police that Mr. Floyd had bought cigarettes with a counterfeit $20 bill.",tell,active,,none,the police,police,True
nyt_floyd_03_floyd-investigation,nyt,"Seventeen minutes after the first squad car arrived at the scene, Mr. Floyd was unconscious and pinned beneath three police officers, showing no signs of life.",pin,active,,none,,none,False
nyt_floyd_03_floyd-investigation,nyt,"Our video shows officers taking a series of actions that violated the policies of the Minneapolis Police Department and turned fatal, leaving Mr. Floyd unable to breathe, even as he and onlookers called out for help.",breathe,active,,none,,none,False
nyt_floyd_03_floyd-investigation,nyt,"The day after Mr. Floyd’s death, the Police Department fired all four of the officers involved in the episode.",fire,active,the Police Department,police,all four of the officers involved in the episode,police,False
nyt_floyd_03_floyd-investigation,nyt,"On May 29, the Hennepin County attorney, Mike Freeman, announced third-degree murder and second-degree manslaughter charges against Derek Chauvin, the officer seen most clearly in witness videos pinning Mr. Floyd to the ground.",pin,active,videos,other,Mr. Floyd,victim,True
nyt_floyd_03_floyd-investigation,nyt,Our video investigation shows that Mr. Chauvin did not remove his knee even after Mr. Floyd lost consciousness and for a full minute and 20 seconds after paramedics arrived at the scene.,lose,active,Mr. Floyd,victim,consciousness,other,False
nyt_floyd_03_floyd-investigation,nyt,"On June 18, the Hennepin County attorney’s office said that its criminal complaint misstated the amount of time Mr. Chauvin kept his knee on Mr. Floyd’s neck.",say,active,the Hennepin County attorney ’s office,other,,none,False
nyt_floyd_03_floyd-investigation,nyt,"The complaint originally said that Mr. Chauvin had done so for eight minutes and 46 seconds, a length of time that became a symbol and rallying cry for protesters.",say,active,The complaint,other,,none,False
nyt_floyd_03_floyd-investigation,nyt,"Responding to inquiries from journalists who noted a discrepancy with the durations listed in the complaint, the office said the actual time was seven minutes and 46 seconds.",respond,active,,none,,none,False
nyt_floyd_03_floyd-investigation,nyt,"Responding to inquiries from journalists who noted a discrepancy with the durations listed in the complaint, the office said the actual time was seven minutes and 46 seconds.",say,active,the office,other,,none,False
nyt_floyd_03_floyd-investigation,nyt,"“It makes no difference,” said Jamar Nelson, who works with the families of crime victims in Minneapolis.",say,active,Jamar Nelson who works with the families of crime victims in Minneapolis,other,,none,False
nyt_floyd_03_floyd-investigation,nyt,"“The bottom line is, it was long enough to kill him, long enough to execute him.”  Nicholas Bogel-Burroughs contributed reporting.",kill,active,,none,him,other,False
nyt_floyd_03_floyd-investigation,nyt,"“The bottom line is, it was long enough to kill him, long enough to execute him.”  Nicholas Bogel-Burroughs contributed reporting.",report,active,,none,,none,False
nyt_floyd_03_floyd-investigation,nyt,"Christiaan Triebert is a journalist on the Visual Investigations team, which combines traditional reporting with open source methods to break news and hold the powerful to account.",hold,active,,none,the powerful to account,other,False
nyt_floyd_04_autopsy-baden,nyt,How Did George Floyd Die?,die,active,George Floyd,victim,,none,False
nyt_floyd_04_autopsy-baden,nyt,Here’s What We Know Share full article   How Did George Floyd Die?,die,active,George Floyd,victim,,none,False
nyt_floyd_04_autopsy-baden,nyt,Share full article    Terrence Floyd visits the site where his brother George Floyd was detained by the Minneapolis police last week.,detain,passive,the Minneapolis police,police,his brother George Floyd,victim,False
nyt_floyd_04_autopsy-baden,nyt,"Victor J. Blue for The New York Times By Frances Robles and Audra D. S. Burch June 2, 2020 George Floyd, 46, died after being handcuffed on the street in the custody of the Minneapolis police on Memorial Day.",die,active,"Victor J. Blue for The New York Times 
 By Frances Robles and Audra D. S. Burch 
 June 2 2020 
 George Floyd 46",victim,,none,False
nyt_floyd_04_autopsy-baden,nyt,"Victor J. Blue for The New York Times By Frances Robles and Audra D. S. Burch June 2, 2020 George Floyd, 46, died after being handcuffed on the street in the custody of the Minneapolis police on Memorial Day.",handcuff,passive,,none,,none,False
nyt_floyd_04_autopsy-baden,nyt,An officer responding to a report that Mr. Floyd had tried to pass a fake $20 bill helped hold him down by lodging a knee on his neck for nearly nine minutes.,respond,active,,none,,none,False
nyt_floyd_04_autopsy-baden,nyt,An officer responding to a report that Mr. Floyd had tried to pass a fake $20 bill helped hold him down by lodging a knee on his neck for nearly nine minutes.,hold,active,,none,him,other,False
nyt_floyd_04_autopsy-baden,nyt,He died shortly after lapsing into unconsciousness.,die,active,He,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"The criminal complaint supporting a murder charge for the officer, which referred to the Hennepin County medical examiner’s preliminary findings, said the autopsy had discounted traumatic asphyxia or strangulation as the cause of Mr. Floyd’s death.",say,active,The criminal complaint supporting a murder charge for the officer which referred to the Hennepin County medical examiner ’s preliminary findings,police,,none,False
nyt_floyd_04_autopsy-baden,nyt,"But on Monday afternoon, the lawyers representing his family presented a very different version of how Mr. Floyd died.",die,active,Mr. Floyd,victim,,none,False
nyt_floyd_04_autopsy-baden,nyt,"In their telling, three officers on the scene killed Mr. Floyd and should be held criminally responsible.",kill,active,three officers on the scene,police,Mr. Floyd,victim,False
nyt_floyd_04_autopsy-baden,nyt,"In their telling, three officers on the scene killed Mr. Floyd and should be held criminally responsible.",hold,passive,,none,,none,False
nyt_floyd_04_autopsy-baden,nyt,"The private autopsy by doctors hired by Mr. Floyd’s family determined that he died not just because of the knee on his neck — held there by the officer, Derek Chauvin — but also because of two other officers who helped pin him down by applying pressure on his back.",die,active,he,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"The private autopsy by doctors hired by Mr. Floyd’s family determined that he died not just because of the knee on his neck — held there by the officer, Derek Chauvin — but also because of two other officers who helped pin him down by applying pressure on his back.",hold,active,,none,the officer,police,False
nyt_floyd_04_autopsy-baden,nyt,"The private autopsy by doctors hired by Mr. Floyd’s family determined that he died not just because of the knee on his neck — held there by the officer, Derek Chauvin — but also because of two other officers who helped pin him down by applying pressure on his back.",pin,active,,none,him,other,False
nyt_floyd_04_autopsy-baden,nyt,"All three officers were fired last week, as was a fourth officer at the scene.",fire,passive,All three officers,police,,none,False
nyt_floyd_04_autopsy-baden,nyt,"In other words, Mr. Floyd’s heart stopped beating and his lungs stopped taking in air while he was being restrained by law enforcement.",stop,active,Mr. Floyd ’s heart,victim,,none,False
nyt_floyd_04_autopsy-baden,nyt,"In other words, Mr. Floyd’s heart stopped beating and his lungs stopped taking in air while he was being restrained by law enforcement.",beat,active,,none,,none,False
nyt_floyd_04_autopsy-baden,nyt,"In other words, Mr. Floyd’s heart stopped beating and his lungs stopped taking in air while he was being restrained by law enforcement.",stop,active,his lungs,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"In other words, Mr. Floyd’s heart stopped beating and his lungs stopped taking in air while he was being restrained by law enforcement.",restrain,passive,law enforcement,other,he,other,False
nyt_floyd_04_autopsy-baden,nyt,The criminal complaint said that the autopsy “revealed no physical findings that support a diagnosis of traumatic asphyxia or strangulation.”,say,active,The criminal complaint,suspect,,none,False
nyt_floyd_04_autopsy-baden,nyt,"Mr. Floyd, the complaint said, had underlying health conditions, including coronary artery disease and hypertensive heart disease.",say,active,the complaint,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,A 10-minute cellphone video of the encounter showed Mr. Chauvin holding his knee on the back of Mr. Floyd’s neck for eight minutes and 46 seconds.,hold,active,Mr. Chauvin,police,his knee,other,False
nyt_floyd_04_autopsy-baden,nyt,"Mr. Floyd was unresponsive for nearly three minutes of the encounter after he repeatedly gasped, “I can’t breathe.”",gasp,active,he,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"Mr. Floyd was unresponsive for nearly three minutes of the encounter after he repeatedly gasped, “I can’t breathe.”",breathe,active,I,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"The findings by the family’s private medical examiners directly contradict the report that there was no asphyxia, said Dr. Allecia M. Wilson, of the University of Michigan, one of the doctors who examined his body.",say,active,Dr. Allecia M. Wilson of the University of Michigan one of the doctors who examined his body,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"The physical evidence showed that the pressure applied led to his death, she said.",say,active,she,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"In an interview, Dr. Michael Baden, who also participated in the private autopsy, said there was also some hemorrhaging around the right carotid area.",say,active,Dr. Michael Baden who also participated in the private autopsy,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"Although she has not had access to the full medical examiner’s report, Dr. Wilson said: “We have seen accounts from the complaint and based on that, yes our findings do differ.",say,active,Dr. Wilson,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,Some of the information I read from that complaint states that there was no evidence of traumatic asphyxia.,state,active,Some of the information I read from that complaint,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"Those items are not likely to change the results, she said.",say,active,she,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,The private doctors also said that any underlying conditions Mr. Floyd had did not kill him or contribute to his death.,say,active,The private doctors,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,The private doctors also said that any underlying conditions Mr. Floyd had did not kill him or contribute to his death.,kill,active,Mr. Floyd,victim,him,other,False
nyt_floyd_04_autopsy-baden,nyt,"“He was in good health,” Dr. Baden said.",say,active,Dr. Baden,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"But Dr. Baden acknowledged that the pressure was not necessarily visible in the autopsy because by the time any doctors reviewed the body, the pressure had been released.",acknowledge,active,Dr. Baden,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,He added that abrasions on the left side of Mr. Floyd’s face and shoulder showed how hard he was pressed against the pavement.,press,passive,he,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"“The video is real,” Dr. Baden said.",say,active,Dr. Baden,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"The doctors said the determination of cause and the manner of death were based on reviewing the circumstances, including the video, but also additional findings determined in their autopsy.",say,active,The doctors,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"“We do have physical evidence that supports that there was pressure applied to his neck,” Dr. Wilson said.w  Dr. Baden added, “The main thing is that we both say it’s a homicide due to the way he was being subdued.”",say,active,we both,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"“We do have physical evidence that supports that there was pressure applied to his neck,” Dr. Wilson said.w  Dr. Baden added, “The main thing is that we both say it’s a homicide due to the way he was being subdued.”",subdue,passive,he,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"He also did the private autopsy of Michael Brown, who was killed by a police officer in Ferguson, Mo., in 2014.",kill,passive,a police officer in Ferguson Mo.,police,who,other,False
nyt_floyd_04_autopsy-baden,nyt,"It is not unusual, he said, for autopsy reports to differ.",say,active,he,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"Ben Crump, the lawyer representing the Floyd family, said Mr. Floyd’s death was the result of three officers who came into physical contact with him, compressing his neck and back.",say,active,Ben Crump the lawyer representing the Floyd family,victim,,none,False
nyt_floyd_04_autopsy-baden,nyt,"Mr. Crump said Mr. Chauvin should be charged with first-degree murder rather than the lesser charge of third-degree murder he is facing, and that the other officers should face the “fullest extent of the law.”",say,active,Mr. Crump,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"He said that the family was distrusting of the Minneapolis Police Department based, in part, on the sanitized way it described how Mr. Floyd was detained, and that it was “encouraged” that Attorney General Keith Ellison of Minnesota was taking over the prosecution.",say,active,He,other,,none,False
nyt_floyd_04_autopsy-baden,nyt,"He said that the family was distrusting of the Minneapolis Police Department based, in part, on the sanitized way it described how Mr. Floyd was detained, and that it was “encouraged” that Attorney General Keith Ellison of Minnesota was taking over the prosecution.",detain,passive,Mr. Floyd,victim,,none,False
nyt_floyd_04_autopsy-baden,nyt,Nicholas Bogel-Burroughs contributed reporting.,report,active,,none,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"Skip to contentSkip to site indexSection Navigation Search Politics GIVE THE TIMES  Account Politics | Witness Who Was in Floyd’s Car Says His Friend Did Not Resist Arrest Share full article   Witness Who Was in Floyd’s Car Says His Friend Did Not Resist Arrest Morries Lester Hall, who fled Minneapolis after witnessing George Floyd’s death, was arrested Monday in Houston and interviewed by a Minnesota investigator.",say,active,,none,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"Skip to contentSkip to site indexSection Navigation Search Politics GIVE THE TIMES  Account Politics | Witness Who Was in Floyd’s Car Says His Friend Did Not Resist Arrest Share full article   Witness Who Was in Floyd’s Car Says His Friend Did Not Resist Arrest Morries Lester Hall, who fled Minneapolis after witnessing George Floyd’s death, was arrested Monday in Houston and interviewed by a Minnesota investigator.",say,active,"Arrest 
 Share full article 


 Witness Who Was in Floyd ’s Car",victim,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"Skip to contentSkip to site indexSection Navigation Search Politics GIVE THE TIMES  Account Politics | Witness Who Was in Floyd’s Car Says His Friend Did Not Resist Arrest Share full article   Witness Who Was in Floyd’s Car Says His Friend Did Not Resist Arrest Morries Lester Hall, who fled Minneapolis after witnessing George Floyd’s death, was arrested Monday in Houston and interviewed by a Minnesota investigator.",arrest,passive,,none,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"Caroline Yang for The New York Times Erica L. GreenKatie Benner By Erica L. Green and Katie Benner Published June 4, 2020 Updated April 14, 2021 WASHINGTON — A longtime friend of George Floyd’s who was in the passenger seat of Mr. Floyd’s car during his fatal encounter with a Minneapolis police officer said on Wednesday night that Mr. Floyd tried to defuse the tensions with the police and in no way resisted arrest.",say,active,A longtime friend of George Floyd ’s who was in the passenger seat of Mr. Floyd ’s car during his fatal encounter with a Minneapolis police officer,police,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"“He was, from the beginning, trying in his humblest form to show he was not resisting in no form or way,” said the friend, Morries Lester Hall, 42, who was tracked down on Monday in Houston, arrested on outstanding warrants and interviewed by Minnesota state investigators.",say,active,the friend Morries Lester Hall 42 who was tracked down on Monday in Houston arrested on outstanding warrants and interviewed by Minnesota state investigators,police,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"“He was, from the beginning, trying in his humblest form to show he was not resisting in no form or way,” said the friend, Morries Lester Hall, 42, who was tracked down on Monday in Houston, arrested on outstanding warrants and interviewed by Minnesota state investigators.",arrest,active,,none,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"“I could hear him pleading, ‘Please, officer, what’s all this for?’”",plead,active,him,other,,none,True
nyt_floyd_05_witness-morries-hall,nyt,Mr. Hall said in an interview on Wednesday night with The New York Times.,say,active,Mr. Hall,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"“He was just crying out at that time for anyone to help because he was dying,” Mr. Hall said.",die,active,he,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"“He was just crying out at that time for anyone to help because he was dying,” Mr. Hall said.",say,active,Mr. Hall,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"That’s what sticks with me, seeing a grown man cry, before seeing a grown man die.”",die,active,a grown man,civilian,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"How George Floyd Was Killed in Police Custody May 31, 2020 Mr. Hall is a key witness in the state’s investigation into the four officers who apprehended Mr. Floyd, including Derek Chauvin, who knelt on Mr. Floyd’s neck for nearly nine minutes, even after he became unresponsive.",kill,passive,George Floyd,victim,,none,True
nyt_floyd_05_witness-morries-hall,nyt,"How George Floyd Was Killed in Police Custody May 31, 2020 Mr. Hall is a key witness in the state’s investigation into the four officers who apprehended Mr. Floyd, including Derek Chauvin, who knelt on Mr. Floyd’s neck for nearly nine minutes, even after he became unresponsive.",kneel,active,who,other,,none,True
nyt_floyd_05_witness-morries-hall,nyt,"“When the whole world was finding out that they murdered George Floyd,” he said, “I went and said a prayer where I witnessed him take his last breath, and I left.”",say,active,he,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"“When the whole world was finding out that they murdered George Floyd,” he said, “I went and said a prayer where I witnessed him take his last breath, and I left.”",say,active,,none,,none,False
nyt_floyd_05_witness-morries-hall,nyt,Mr. Hall said he had left dinner with his family late this Monday evening when their car was surrounded by at least a dozen law enforcement officers.,say,active,Mr. Hall,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"“When Mr. Hall’s family found us, he had been isolated in jail for 10 hours after being interrogated until 3 a.m.,” said Ashlee C. McFarlane, a partner at Gerger Khalil Hennessy & McFarlane, who is representing Mr. Hall.",say,active,Ashlee C. McFarlane a partner at Gerger Khalil Hennessy & McFarlane who is representing Mr. Hall,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"It was inevitable,” Mr. Hall said in the interview with The Times.",say,active,Mr. Hall,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"Mr. Hall said that he considered Mr. Floyd a confidant and a mentor, like many in the community, and that he went back to Houston because the “only ties I had in Minnesota that had me Houston-rooted was George.”  Agents of the Minnesota Bureau of Criminal Apprehension, which is building the state’s case against Mr. Chauvin and the three other officers involved in the Floyd case, “attempted to contact Mr. Hall numerous times to no avail,” said Bruce Gordon, a spokesman for the bureau.",say,active,Mr. Hall,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"Mr. Hall said that he considered Mr. Floyd a confidant and a mentor, like many in the community, and that he went back to Houston because the “only ties I had in Minnesota that had me Houston-rooted was George.”  Agents of the Minnesota Bureau of Criminal Apprehension, which is building the state’s case against Mr. Chauvin and the three other officers involved in the Floyd case, “attempted to contact Mr. Hall numerous times to no avail,” said Bruce Gordon, a spokesman for the bureau.",say,active,Bruce Gordon a spokesman for the bureau,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"Mr. Hall said that he was distraught and working through his trauma with his family, and was not taking phone calls in the days immediately after.",say,active,Mr. Hall,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,The bureau asked law enforcement agents in Texas to arrest Mr. Hall because it believed he was not cooperating with its investigation.,ask,active,The bureau,other,law enforcement agents,other,False
nyt_floyd_05_witness-morries-hall,nyt,The bureau asked law enforcement agents in Texas to arrest Mr. Hall because it believed he was not cooperating with its investigation.,arrest,active,,none,Mr. Hall,other,False
nyt_floyd_05_witness-morries-hall,nyt,"Mr. Hall and Ms. McFarlane, his lawyer, said that he cooperated fully with the Minnesota official’s interview.",say,active,Mr. Hall and Ms. McFarlane his lawyer,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,Mr. Hall said that he did not know the woman’s name.,say,active,Mr. Hall,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,Minnesota officials said on Wednesday that the state had upgraded the charges against Mr. Chauvin to second-degree murder from third-degree murder and manslaughter.,say,active,Minnesota officials,police,,none,False
nyt_floyd_05_witness-morries-hall,nyt,All four officers were fired the day after Mr. Floyd died and video of his death went viral online.,fire,passive,All four officers,police,,none,False
nyt_floyd_05_witness-morries-hall,nyt,All four officers were fired the day after Mr. Floyd died and video of his death went viral online.,die,active,Mr. Floyd,victim,,none,False
nyt_floyd_05_witness-morries-hall,nyt,"“I walk with Floyd,” Mr. Hall said.",say,active,Mr. Hall,other,,none,False
nyt_floyd_05_witness-morries-hall,nyt,She was part of a team that won a Pulitzer Prize in 2018 for public service for reporting on workplace sexual harassment issues.,report,active,,none,,none,False
